Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"bench/./jacobi-eden 3 4253 +RTS -N256",1554.7655403645124,1374.6501736447526,1673.9768574750813,178.8311165437069,0.0,206.48005807271008
"bench/./jacobi-eden 3 4253 +RTS -N128",8187.712638217338,7739.639205682309,8576.35280652507,628.0334533444833,0.0,673.1445173711115
"bench/./jacobi-eden 3 4253 +RTS -N1",8187.712638217338,7739.639205682309,8576.35280652507,628.0334533444833,0.0,673.1445173711115
"bench/./jacobi-parr 3 4253 +RTS -N256",1649.0990964677615,1483.0459927191926,1798.7993669126772,246.35074118159503,0.0,259.2884743173954
"bench/./jacobi-parr 3 4253 +RTS -N128",9192.888842775736,7997.7322472043925,9923.800064269017,1109.638897503612,0.0,1265.975371448589
"bench/./jacobi-parr 3 4253 +RTS -N1",9192.888842775736,7997.7322472043925,9923.800064269017,1109.638897503612,0.0,1265.975371448589
