Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"bench/./parrows-sudoku-parmap-mult sudoku17.1000.txt +RTS -N1",6.5843685507620515,6.583770359382846,6.584809625282673,6.70668763795093e-4,0.0,7.639634796383679e-4
"bench/./parrows-sudoku-parmap-par sudoku17.1000.txt +RTS -N16",0.7499954733843746,0.7388591346905976,0.7598659790731132,1.611224415196458e-2,0.0,1.709621734929269e-2
"bench/./parrows-sudoku-parmap-par sudoku17.1000.txt +RTS -N8",1.1167251804275786,1.1088184281074183,1.1213026223427107,7.0987795985597455e-3,0.0,7.928361965704176e-3
"bench/./parrows-sudoku-parmap-par sudoku17.1000.txt +RTS -N4",1.930621460313116,1.9233779357389957,1.935202877688076,6.9021682956522555e-3,0.0,7.935247664110103e-3
"bench/./parrows-sudoku-parmap-par sudoku17.1000.txt +RTS -N2",3.488568510886213,3.483826641590486,3.4912852931781244,4.235621400616017e-3,0.0,4.705604962692834e-3
"bench/./parrows-sudoku-parmap-par sudoku17.1000.txt +RTS -N1",6.5843685507620515,6.583770359382846,6.584809625282673,6.70668763795093e-4,0.0,7.639634796383679e-4
"bench/./multicore-sudoku sudoku17.1000.txt +RTS -N16",0.7471854089915894,0.7461019097649232,0.7482607257792736,1.8554577054043255e-3,1.3597399555105182e-16,1.8625033105006735e-3
"bench/./multicore-sudoku sudoku17.1000.txt +RTS -N8",1.1148565080690858,1.1096593271703423,1.119106271740161,6.692934636117159e-3,0.0,7.360806598462827e-3
"bench/./multicore-sudoku sudoku17.1000.txt +RTS -N4",1.9486164014218723,1.9452126491577328,1.951005828853538,3.597733760703627e-3,0.0,4.1386097126432314e-3
"bench/./multicore-sudoku sudoku17.1000.txt +RTS -N2",3.6012675242965564,3.5787637522087845,3.6155071187443197,2.1451163889010354e-2,0.0,2.466370106270181e-2
"bench/./multicore-sudoku sudoku17.1000.txt +RTS -N1",6.5843685507620515,6.583770359382846,6.584809625282673,6.70668763795093e-4,0.0,7.639634796383679e-4
"bench/./eden-sudoku sudoku17.1000.txt +RTS -N16",0.8216404041742426,0.7744139665381461,0.8456058356589734,4.0912941628661006e-2,0.0,4.150934495686441e-2
"bench/./eden-sudoku sudoku17.1000.txt +RTS -N8",1.1701593464500515,1.15524417486123,1.177646866144013,1.291722965608613e-2,0.0,1.2968764532613915e-2
"bench/./eden-sudoku sudoku17.1000.txt +RTS -N4",1.9008299015308563,1.8907853578792364,1.9068499782111903,9.199465942454547e-3,0.0,1.0427078675799322e-2
"bench/./eden-sudoku sudoku17.1000.txt +RTS -N2",3.3403644576514906,3.334477792010523,3.345236787441312,7.712255704127203e-3,0.0,8.439122747202122e-3
"bench/./eden-sudoku sudoku17.1000.txt +RTS -N1",6.5843685507620515,6.583770359382846,6.584809625282673,6.70668763795093e-4,0.0,7.639634796383679e-4
"bench/./parmonad-sudoku sudoku17.16000.txt +RTS -N16",11.15933853255909,11.088857240491427,11.218065716195044,9.322159854598439e-2,0.0,0.10171846584290047
"bench/./parmonad-sudoku sudoku17.16000.txt +RTS -N8",16.918390828003833,16.86204420913092,16.97017793726734,8.602156691352075e-2,0.0,8.969790442152217e-2
"bench/./parmonad-sudoku sudoku17.16000.txt +RTS -N4",28.70081849905883,28.615713115298075,28.744411949036635,7.376952863856388e-2,4.351167857633658e-15,7.550607023877383e-2
"bench/./parmonad-sudoku sudoku17.16000.txt +RTS -N2",51.6797171853122,51.611300392972076,51.72941813393285,7.530481882650897e-2,0.0,8.608456819534656e-2
"bench/./parmonad-sudoku sudoku17.16000.txt +RTS -N1",95.00539018754448,94.97309267704793,95.02293976890651,2.8284407584657126e-2,1.7404671430534633e-14,3.0396766570637786e-2
