Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"bench/./skelrm-parr-eden-cp 4423 32 +RTS -N32",0.26146208232261686,0.26036728407370485,0.26270984103673994,4.861507774731918e-3,3.7945335237843944e-3,6.265812698160554e-3
"bench/./skelrm-parr-eden-cp 4423 32 +RTS -N16",0.3830437874943299,0.3816060691374179,0.3844670586649016,5.5039317789058574e-3,4.4339753259401695e-3,7.1895457176800815e-3
"bench/./skelrm-parr-eden-cp 4423 32 +RTS -N8",0.5021474817434076,0.5012028675691474,0.5031800466068331,3.580113530055408e-3,2.8164155175390334e-3,4.994177576298157e-3
"bench/./skelrm-parr-eden-cp 4423 32 +RTS -N4",0.9356206113076306,0.9342761770730047,0.9368051604127073,4.34028440808011e-3,3.4237872114213203e-3,6.301303052309225e-3
"bench/./skelrm-parr-eden-cp 4423 32 +RTS -N2",1.7475576182097883,1.7458151697679798,1.749087219300634,4.808989497600144e-3,3.8755301552215867e-3,6.3919771758365156e-3
"bench/./skelrm-parr-eden-cp 4423 32 +RTS -N1",3.4218353923068126,3.42116591994009,3.4228595710481584,2.125998417136173e-3,1.6364800890870353e-3,3.2339604774489e-3
"bench/./skelrm-parr-mult 4423 32 +RTS -N32",0.3010778749135853,0.29928361954637694,0.3034879624663265,8.096596720322617e-3,5.97370593401814e-3,1.2779856941671571e-2
"bench/./skelrm-parr-mult 4423 32 +RTS -N16",0.5747850018148385,0.5358411158021111,0.6168712082517768,0.1434172400224699,0.1222943661211114,0.17543268699173953
"bench/./skelrm-parr-mult 4423 32 +RTS -N8",1.2670155926857005,1.1627948028770878,1.3715418560290904,0.32927622447466914,0.27029576554124907,0.42248123604820353
"bench/./skelrm-parr-mult 4423 32 +RTS -N4",2.4635819854596,2.255938285274605,2.58198448165159,0.4158980700815919,0.2541020915540757,0.7026000371440777
"bench/./skelrm-parr-mult 4423 32 +RTS -N2",3.37234250370738,3.351724651990553,3.3821992353036423,3.479917116135538e-2,1.2613011598593946e-2,5.258039561456365e-2
"bench/./skelrm-parr-mult 4423 32 +RTS -N1",3.4500123967540612,3.444681555458409,3.454651781985449,1.2198434201645344e-2,8.933729013364393e-3,1.7558935541774e-2
"bench/./skelrm-parr-par 4423 32 +RTS -N32",0.3110945739655086,0.3091219855083337,0.3131734430664032,7.781538314291149e-3,6.414498480769793e-3,9.84409193732693e-3
"bench/./skelrm-parr-par 4423 32 +RTS -N16",0.3770628413556811,0.3742331142397594,0.3796627943679996,1.0282264437758471e-2,8.495330587158621e-3,1.3533766041400833e-2
"bench/./skelrm-parr-par 4423 32 +RTS -N8",0.5149477863289434,0.5139871933358681,0.5160795129566069,3.84542571783564e-3,3.1896342089080317e-3,4.794972043515695e-3
"bench/./skelrm-parr-par 4423 32 +RTS -N4",0.9458879241085599,0.9447692677624524,0.9470740154167228,3.8706188347847554e-3,2.9649993817618342e-3,5.4120811395317586e-3
"bench/./skelrm-parr-par 4423 32 +RTS -N2",1.7519629182725207,1.7505113571966082,1.7534065545226585,4.221936170387905e-3,3.380527600059726e-3,5.4198059986650254e-3
"bench/./skelrm-parr-par 4423 32 +RTS -N1",3.433022924828571,3.432142638094223,3.4343362241333932,2.6389403602137275e-3,1.8691274747774217e-3,3.3986831105618804e-3
