"","name","time","nCores","speedup","stddev"
"2","bench/./torus_matrix_parrows_parmonad 512",4.941280570359524,2,1.673965685752686,7.5634055857217415e-3
"3","bench/./torus_matrix_parrows_parmonad 512",2.7992853682304393,4,2.954873487474102,1.875314481828627e-2
"4","bench/./torus_matrix_parrows_parmonad 512",3.114908002129121,8,2.6554665861092825,1.1102344860920974e-2
"5","bench/./torus_matrix_parrows_parmonad 512",3.6041622608250594,16,2.294994930823341,8.318020059890126e-3
