"","name","time","nCores","speedup","stddev"
"2","bench/./torus_matrix_eden_sm 512",4.778016763027588,2,1.7311647339673732,2.147825108427456e-2
"3","bench/./torus_matrix_eden_sm 512",2.6986060671945378,4,3.065113585495405,2.4258188081648126e-2
"4","bench/./torus_matrix_eden_sm 512",1.6574035371948515,8,4.990657937449464,1.686034983945189e-2
"5","bench/./torus_matrix_eden_sm 512",1.2683363079556331,16,6.521562196536634,2.3231859412616355e-2
