"","name","time","nCores","speedup"
"1","bench/./skelrm-parr-mult 9941 32",28.087770912615714,1,1.0
"2","bench/./skelrm-parr-mult 9941 32",14.543101892892537,2,1.93134663564055
"3","bench/./skelrm-parr-mult 9941 32",7.586487938879546,4,3.7023417342655156
"4","bench/./skelrm-parr-mult 9941 32",4.068366825780968,8,6.9039425684590165
"5","bench/./skelrm-parr-mult 9941 32",2.3863575572385805,16,11.77014350905487
"6","bench/./skelrm-parr-mult 9941 32",1.8689923519870422,32,15.02829633452157
